Predict,Births
39.954833621400745,51
41.45467690208857,41
40.8886496884298,44
40.45214689466736,38
40.04969419956018,68
43.22448235495872,40
41.744206893290986,42
39.58529105389001,51
41.36816826665947,44
41.80436399044744,45
41.01551370260414,36
40.33169141190074,57
42.11322500736275,44
41.96367855097048,42
40.76780227842906,53
41.82932841843822,42
41.977384521626014,34
40.26989650549104,40
40.50121694719907,56
42.418496405693766,44
41.476484387929055,53
41.897063587477255,55
43.08732556350513,39
41.717936220904754,59
43.09764664177645,55
44.116495408599874,73
47.75456448441497,55
47.11729567097828,44
45.40637480229228,43
44.02567509313843,40
43.582248212416644,47
43.036607849190204,51
43.421313019908595,56
44.652244155292706,49
44.12117136259867,54
45.249743976832875,56
46.64229758849457,47
45.64021610382929,44
43.90855147933488,43
43.60239048761021,42
43.06448904951553,45
42.68714473238076,50
43.56895593875134,48
43.72574892289969,43
42.837831743745724,40
42.16472548673375,59
45.39531361790108,41
43.72224174154053,42
42.26773483123398,51
43.71212278626588,49
45.08479497250623,45
43.28799990210206,43
42.96470112520369,42
43.03559239604745,38
41.823118084273545,47
42.54456528904241,38
41.52504533509426,36
40.48234414341961,42
40.96457638049754,35
40.57349806611201,28
38.18680140972834,44
40.01837727617405,36
39.92215230639768,45
40.71882190209206,46
41.464889760290546,48
43.227231111348374,49
43.458620342586656,43
43.278974103017255,42
42.70396788386359,59
45.40871238432193,45
44.49949977521919,52
44.82928812172288,46
44.358232580907774,42
44.16194222305442,40
42.28670998557886,40
42.12839582898701,45
42.33497254492205,35
40.81934616330176,35
39.902708631260275,40
40.37011823035899,39
40.69985130780083,33
39.151357886885066,42
40.197946485632485,47
41.91780881600967,51
43.39047455115609,44
42.79517518364254,40
42.33342492577443,57
44.99428776839994,49
45.07993694998454,45
44.02319735828853,49
44.305427142186346,51
45.59389441129194,46
44.52452534746368,44
43.745081091590876,52
45.01358168435425,45
44.33480854144118,32
41.46430591236383,46
42.47555925148738,41
42.122846430201996,34
40.48155486554174,33
39.212848851532826,36
39.558046470410574,49
41.527002045223476,43
41.43284597206247,43
41.90936242841197,34
40.64621144446872,39
41.17905023712036,35
39.952540725684194,52
42.47018470350028,47
42.662636157488734,52
44.259093637018026,39
42.7151515187614,40
42.61112139092639,42
42.335085046425206,42
42.23563501642917,53
43.60445162834581,39
42.3207298780944,40
41.8607155493715,38
41.39547868068651,44
42.36754910074084,34
40.25198641208151,37
40.060015873688485,52
42.64335918349235,48
43.346383608064386,55
44.622968067599345,50
