Predict,Births
42.1937134404787,51
43.2787769296976,41
42.42228781500747,44
42.55786665772392,38
42.201113212424715,68
44.4655199590713,40
43.54323842202184,42
42.19973320576175,51
43.706296723829375,44
43.12364243255856,45
43.2023328763742,36
42.61843429356658,57
44.247914043360325,44
42.86890160237638,42
43.543919983261915,53
43.76941885038869,42
43.372547653273664,34
42.680098114545245,40
43.414632256582,56
44.13871828101364,44
43.352401625279384,53
44.428206788993876,55
44.283119478705885,39
43.50818485766993,59
45.75903122112642,55
45.493330648099175,73
48.58702255920937,55
48.68111351818297,44
46.90973975009021,43
46.51382833087404,40
45.84096782067657,47
46.40304425312982,51
47.19594410956688,56
48.11923432038045,49
47.77732475621326,54
48.34315014254189,56
49.18072421215622,47
48.39166546605811,44
47.74339389710759,43
47.404500207654294,42
47.015517550344505,45
47.16888381437,50
47.835390778952096,48
47.80246692950878,43
47.11985673191755,40
46.46488091055657,59
48.576932003439936,41
47.364143095035274,42
46.68013130556212,51
47.04808762759243,49
47.79213444050938,45
47.34649986641472,43
47.878166664152786,42
46.74654822677143,38
46.0936196923168,47
46.82905616803015,38
46.04100320482872,36
45.3577193839709,42
45.69893009238266,35
44.85705911022578,28
42.25970644842483,44
43.62698089706163,36
42.67725910994321,45
43.58253899254064,46
44.065318351356424,48
44.662115770955296,49
45.19149980680104,43
44.74343557936028,42
44.55609890591857,59
46.72343454264116,45
45.85190784115,52
46.69361480068274,46
46.32307675868153,42
45.75950133571606,40
45.24278645974614,40
44.94104817812581,45
45.3340997595746,35
44.13143382686896,35
43.55867247703245,40
43.784273616767706,39
43.51995813779637,33
42.43204356036263,42
43.180439142130005,47
44.08169026595349,51
45.12351383176042,44
44.66294307852507,40
44.07193549185841,57
46.369540328998625,49
46.17143134434513,45
45.79564216135642,49
46.3043224348292,51
46.794913711462584,46
46.3769250939488,44
46.01335764898925,52
46.93279082092734,45
46.34506086783683,32
44.393796701874805,46
45.45749104937001,41
44.9226063625898,34
43.72288262419747,33
42.86926081788374,36
42.666665660943295,49
44.47232131165992,43
44.23965123729642,43
44.32063848341926,34
43.003545476541916,39
43.161603659373284,35
42.38025883237261,52
44.681077738033736,47
44.82126274712504,52
45.87267532766984,39
44.52428199612365,40
44.22165610596252,42
44.29271461098389,42
44.23191785915241,53
45.855476843496604,39
44.422401578684195,40
44.173422959525375,38
42.79194140081731,44
43.47912473732134,34
42.17224562961785,37
41.858496986494686,52
44.692457812384184,48
44.559714304355055,55
45.902473086946955,50
