Predict,Births
44.41813115858322,51
49.521442769556586,41
43.775068081281624,44
42.079282972801686,38
38.66562468053575,68
58.702773627070584,40
50.19351183232454,42
43.24013542229281,51
50.499574511870705,44
47.09777375864807,45
44.25325764259868,36
34.50830506807753,57
50.61199279593143,44
47.29821722604979,42
42.84046442139654,53
50.32445221929925,42
47.27885844501009,34
37.98799981135852,40
34.84027646085744,56
47.965285824864765,44
45.708849800741945,53
50.805292522960826,55
58.49243087121162,39
49.85757889996003,59
54.09148387831829,55
54.36375820181292,73
68.71171068935719,55
63.945113509239235,44
54.72010332757126,43
47.33789489492071,40
36.88177414717702,47
36.7514756409106,51
40.77159723112477,56
52.988812675900164,49
54.08724903021488,54
56.6332270480074,56
58.69110661916789,47
51.58117961866687,44
44.95144166967517,43
41.58016677609168,42
39.77912874898114,45
39.62588004714184,50
45.08671483451247,48
48.607521006199846,43
46.303921633441995,40
42.59064596956824,59
53.10822788377021,41
46.10216767505717,42
42.07779968210681,51
47.945373992110305,49
50.33588216297765,45
46.42460804476576,43
42.7909698195811,42
43.75104940562265,38
38.17589567121231,47
40.81879518020163,38
38.52605405495651,36
36.181268125556166,42
38.98389366531249,35
36.23686538732627,28
29.24178979557624,44
35.755828547358476,36
36.87116435131613,45
42.20395422164273,46
46.02216602151204,48
51.422976064966505,49
53.07493270420473,43
47.6027461627518,42
45.12256863254155,59
52.937893556028186,45
49.18507448476744,52
51.2617005891251,46
49.17454514148969,42
45.69257853176759,40
39.755510326412605,40
35.85707489406609,45
40.5594342683001,35
35.17573347480178,35
34.047607092093884,40
36.81428030850158,39
37.78065160300329,33
33.76617950355859,42
37.98713570185518,47
45.7237025279327,51
51.211319475100076,44
49.143852414201795,40
45.869851275816046,57
54.34308099640442,49
51.59104472323135,45
47.509978019934046,49
48.60100454707213,51
51.801083129890124,46
48.03339457345719,44
43.317188279985814,52
49.129880925532284,45
46.8744229817207,32
35.98838124005946,46
39.691381993538734,41
39.3400225180809,34
34.21060544424435,33
30.69838705280278,36
33.240317569930795,49
42.68343885109388,43
42.74116120101377,43
46.04652755110065,34
41.254215901014106,39
39.82263796189165,35
34.29801493711255,52
42.7680832655856,47
47.27754198033217,52
53.482012902391915,39
48.48016076149161,40
43.622524187630574,42
41.319454424765425,42
38.125638733234794,53
46.707499706127365,39
42.78100973519105,40
42.78230106706124,38
39.31317347077041,44
40.85371330774008,34
34.65275009138144,37
33.600144525445806,52
46.243697351862345,48
49.18942091507017,55
55.56237868672489,50
