Predict,Births
41.785585279479534,51
43.268645982231895,41
42.45777165927443,44
42.134514074721956,38
42.195986544337515,68
44.50180196922539,40
43.468815680628666,42
41.17211878852755,51
43.60483257555747,44
43.25017917521378,45
42.895653537357674,36
42.5652923239709,57
43.74797577042099,44
43.86409157148726,42
42.615592494856365,53
43.89025830687013,42
43.56418494692179,34
42.5468507385354,40
43.094743297225996,56
44.44589272885741,44
43.64376828582819,53
43.7017587580634,55
44.92009973586346,39
43.39589528962284,59
45.1773790479444,55
45.99342821053145,73
48.30851849023132,55
48.44846476078647,44
46.33840842695911,43
46.45218150666837,40
46.18343403129835,47
46.77595377685406,51
47.64720467657006,56
48.32630369890021,49
47.76342183671928,54
48.186739120061716,56
49.29651582964859,47
48.325569167830295,44
47.64727158938561,43
47.696909522553476,42
47.40226884802478,45
47.55217913962086,50
48.23431880634257,48
48.04193226836251,43
47.16303829612815,40
46.59443399988772,59
48.92410079852374,41
47.67839189465964,42
46.454648370799724,51
48.03209972297507,49
48.0336159435945,45
47.31102861095639,43
47.04265217354348,42
46.902601970998795,38
46.28240684743689,47
47.04495141147772,38
46.26732228987436,36
45.27384608716259,42
45.83755791295017,35
44.940706957160174,28
42.831024012646836,44
44.34494306308604,36
43.921427630627164,45
44.823440965891514,46
45.37046038899249,48
45.86509048172118,49
46.174660275805856,43
45.538174433093666,42
45.06459689561995,59
47.07528075270733,45
46.38459953762574,52
46.768212787916426,46
46.306249302775875,42
45.57691379410504,40
44.96746819740654,40
44.73923133639603,45
45.31064186603345,35
44.33154529750731,35
43.62977350479415,40
43.9782430345305,39
44.07891426743278,33
43.16209148680595,42
43.85903189731182,47
45.026580932815236,51
46.24180152017864,44
45.715874707228394,40
44.7780192684031,57
46.66556911682746,49
46.6737826449973,45
46.15042728723907,49
46.23832235666509,51
46.690693443552426,46
46.315601304092326,44
45.80961149108521,52
46.6339861694175,45
46.16719945519784,32
44.23224051883474,46
45.082673687788244,41
44.7230549000879,34
43.93634067242705,33
42.96125829325818,36
42.8251603870672,49
44.93738547883506,43
44.9990940081626,43
45.19682020397676,34
42.82284548683117,39
42.8373135478357,35
41.95646852510626,52
44.51704159211644,47
44.80628446852236,52
46.754753398738046,39
44.0790648876931,40
43.3955629270751,42
43.505079978130716,42
43.55474883621487,53
45.39735747339653,39
43.924092199292986,40
43.302727320557075,38
42.78666103687868,44
43.4778395057794,34
42.173739021087634,37
41.85390825429515,52
44.17869907023305,48
44.55491690341633,55
45.88795527857764,50
