Predict,Births
43.908001336611676,51
45.575060353486265,41
44.48885537036795,44
45.06243004121042,38
40.75849713900351,68
51.975875121564606,40
49.02170940416279,42
48.781808071409316,51
45.051094686116784,44
45.787394799831624,45
46.48990404805794,36
41.2393620885176,57
46.757507637312834,44
46.14302524190914,42
47.08051478371126,53
46.876826673085326,42
45.70531837985576,34
42.281165350994144,40
38.704266359687495,56
44.45179209790637,44
46.6686000450401,53
51.1486553147644,55
51.211877983879766,39
48.41764114096184,59
51.50140769314209,55
51.44663349437279,73
63.2156421073643,55
61.24022552945851,44
56.353156391724525,43
46.818118332291654,40
42.149542191341645,47
43.68751896733713,51
46.72670441698956,56
52.03414696746226,49
51.93818659772852,54
53.073592723280505,56
53.551790459859724,47
51.9766898343701,44
48.40085875096316,43
44.49774945633421,42
42.93504580729863,45
43.55700011927217,50
46.2865799140724,48
47.91117073319043,43
46.610999238315976,40
43.21375407065853,59
48.60397818879849,41
46.59429580810799,42
46.595706841895826,51
45.36765502884064,49
47.71572843149861,45
48.0770367767266,43
45.42604269400213,42
43.23559826577645,38
40.72897017067062,47
42.80311700824245,38
40.889627808712774,36
39.830017924722846,42
39.00432128445704,35
37.51246494781442,28
34.23857570641486,44
36.396847532288035,36
36.1491722451638,45
41.918251635935825,46
42.84277170379439,48
46.58764622577035,49
47.91178184294343,43
46.415060079539806,42
44.39861791106438,59
49.101457703164165,45
48.61797684692601,52
51.93874124851845,46
47.72026404952435,42
46.254853090452634,40
42.420348969105085,40
40.61899780248168,45
42.02035584849855,35
39.6759272175956,35
37.91383400709179,40
36.987843263722816,39
38.18870821719524,33
36.95257752507624,42
38.30369593867367,47
41.390420168020114,51
47.2387889980703,44
47.14732208141081,40
44.48753062002174,57
47.971085440441186,49
48.942359825942184,45
49.878206408231485,49
47.84795471208476,51
48.69910509042038,46
48.51714779408084,44
46.76404503768483,52
47.84145641988019,45
46.93525739531023,32
41.99611530630483,46
41.49996000638992,41
39.829041324626274,34
39.81266908125547,33
35.741179453076484,36
34.49859009972406,49
40.299480684569644,43
42.72889872034045,43
44.87651782267858,34
39.428075972108765,39
38.726145700121194,35
35.9215930933177,52
43.028514599703485,47
45.03450571300287,52
50.56245754174729,39
45.39652302238324,40
43.21849761515496,42
40.55885547909633,42
41.466486878924094,53
46.5241381456466,39
44.25706508063261,40
43.51734657276096,38
38.9342853933605,44
41.038201642675716,34
38.27889899567518,37
38.105537421071126,52
42.19845693996159,48
46.09652494812655,55
52.08507558422949,50
