Predict,Births
41.51835436250189,51
42.89541534779201,41
42.488785350468405,44
42.161412115998296,38
41.81975357792978,68
44.47027804097017,40
43.425151758563075,42
41.30032576561653,51
42.89336137686052,44
43.174883246941555,45
42.923443929445114,36
42.36361240496928,57
43.706735064814964,44
43.82309823153989,42
42.73472937609814,53
43.55673568038171,42
43.56420466812007,34
42.5867318376349,40
42.87274273224823,56
44.33071058206542,44
43.7774383491372,53
44.26135817199636,55
44.926795242038324,39
43.5514938096825,59
45.00992545220633,55
45.601705787192934,73
48.44184908433647,55
48.18247572675138,44
46.248017332413184,43
45.85628607529602,40
46.10377702426665,47
47.126902864655165,51
48.02018482333667,56
48.91299161402715,49
48.03788309793505,54
48.2600990707756,56
49.09533989465964,47
48.464251712739,44
47.67694579823399,43
47.56909402530314,42
47.68936593809585,45
48.0552781442406,50
48.7775125136936,48
48.60433419173278,43
47.538823055141116,40
46.67721694759224,59
48.99314014189612,41
48.00565418590031,42
46.94596196323302,51
47.758895092190464,49
48.252264419830965,45
47.74501767758975,43
47.09488913809805,42
46.92069889734541,38
46.474424286411434,47
47.31428522720978,38
46.538974696973824,36
45.584505819711325,42
45.86248261624626,35
45.15415263469725,28
42.647459171145464,44
44.13845593731919,36
43.84432274741406,45
44.55382843442417,46
44.92492800581088,48
45.85137825824874,49
45.96171511779609,43
45.522685879867765,42
45.06552156403898,59
47.139757385416175,45
46.47918065272146,52
46.7011787996142,46
46.16755487529594,42
45.943378557817624,40
44.91308089986465,40
44.881105630619565,45
45.35007488378734,35
44.28475240371068,35
43.51149101567217,40
43.8533104771126,39
44.11013276010878,33
42.86593030440386,42
43.58526439295497,47
44.9031625077367,51
46.08010156534152,44
45.40782072769687,40
44.68230334452244,57
46.74474854903691,49
46.808385240114724,45
46.05193933832213,49
46.16045181200372,51
46.97005831921359,46
46.37130729125815,44
45.81579343245414,52
46.75448461368126,45
46.274269211129294,32
44.20996628382939,46
45.13121423664301,41
44.844121333070234,34
43.83096344996578,33
42.85646506910054,36
42.81800003589176,49
44.741625992062794,43
44.64073926854868,43
44.81835947387027,34
43.44478316784876,39
43.750857323763086,35
42.02501816650848,52
45.14160806713382,47
45.31669798310808,52
46.40620506541521,39
44.952969975411996,40
43.67543664547548,42
43.68465007035555,42
43.68111281023359,53
45.97469948585781,39
44.010440940778544,40
43.37845493607357,38
42.852497564882064,44
43.68974840564244,34
42.16747486151963,37
41.847541862455124,52
44.185557021584124,48
44.58354872632786,55
45.878450927228364,50
