Predict,Births
43.16402503193643,51
46.686554644863435,41
45.77904010685153,44
44.80440743759093,38
42.18090376033629,68
49.47529657446513,40
48.07505454415475,42
44.044626208195815,51
47.323511279909866,44
47.3681814562487,45
48.860469857366546,36
42.36036217768983,57
46.650582749172514,44
46.92372005863062,42
44.24048563880889,53
46.54211093342273,42
45.97600162775542,34
44.66209544288314,40
42.11287276025149,56
45.698051851237466,44
45.29510023457584,53
45.327312604145646,55
47.71468067696498,39
47.20831354223927,59
51.509436504723986,55
51.34017401525992,73
57.36657166547912,55
56.659474772702296,44
53.140667894816254,43
53.758775523571416,40
51.211921038413976,47
50.806689620262716,51
47.7323359877584,56
48.16762021445776,49
47.927920126854275,54
49.61117190952308,56
52.742113576561785,47
52.04836937933906,44
50.15287435479255,43
48.085326803070984,42
47.35549314079043,45
46.392629746847355,50
46.06702180203555,48
46.03528261223914,43
44.92028680867109,40
43.83351709787723,59
48.79840312850172,41
47.238786965077274,42
44.92220158854229,51
46.16137606131904,49
47.67116306914499,45
48.05462412091183,43
44.74036101832368,42
44.91813747045487,38
44.153593773244964,47
44.45196582971765,38
42.13500426635254,36
40.14277848032735,42
40.503064887435876,35
39.12517006439231,28
36.72716433229096,44
37.58668363144954,36
37.13388477834242,45
39.30465280258559,46
39.77563193903303,48
41.93367249599375,49
45.39451504213667,43
44.344034677944215,42
44.98195269028405,59
49.01581764934494,45
48.153601322029836,52
48.85307410098731,46
47.54036371285926,42
47.07384392158153,40
46.62153746996614,40
43.59796122952315,45
44.49944494801954,35
40.99715957148694,35
38.80518487344329,40
39.0043892658756,39
39.28354804494273,33
37.55486067904465,42
37.59201479092582,47
40.377959591779735,51
43.655482393057746,44
43.23322724568418,40
42.2638796097523,57
47.79028693292257,49
48.748191478900694,45
47.72762057527293,49
47.343404121028804,51
48.87260145986396,46
49.44127473859678,44
46.9957564713721,52
48.24912704377896,45
47.7972803325296,32
43.57418012006884,46
43.96206526200279,41
43.03466093810962,34
41.052178758947626,33
37.72069856301411,36
36.52798047961261,49
40.92032170436633,43
40.25366614293077,43
40.466618166775255,34
39.01996005619585,39
40.23985969537354,35
39.734473300753685,52
42.32543543913628,47
42.86684811831732,52
44.58255496487662,39
43.66256835217237,40
43.24930118874177,42
44.867185353901526,42
43.55310535361244,53
45.98625941298045,39
42.511601442505956,40
42.1626632554264,38
41.645334109875236,44
42.81650734199775,34
40.804684747966455,37
38.26772026587179,52
42.18580826861264,48
43.4034650453824,55
46.6299145217254,50
