Predict,Births
43.89543392005184,51
48.08409521087002,41
42.36283350138207,44
42.172206213360546,38
40.34367397491755,68
59.58600009659358,40
48.86626831279998,42
45.293610204240714,51
49.95904511914743,44
46.14509316949672,45
38.48021830383322,36
40.464072490968334,57
50.18406432708509,44
46.060148222122066,42
44.272340705704636,53
50.99115112347777,42
47.66287595715602,34
33.326656159960756,40
37.048410561973306,56
48.419723983943776,44
44.85132265586839,53
54.59795620790774,55
60.395638119099104,39
46.99400723127856,59
51.56041481928049,55
56.892550522118704,73
68.61675039277404,55
65.18828089620385,44
55.92252000359076,43
41.1767935105974,40
34.95888197675865,47
33.65063226231706,51
46.18190964194169,56
56.46358464676247,49
54.96332270468034,54
57.158321053014184,56
57.21350666487862,47
50.16253535196846,44
43.65057117024114,43
41.878100437699906,42
37.96934570137508,45
39.63553084155922,50
47.61740800315413,48
49.75756352510311,43
46.54226212680725,40
42.06122807299856,59
52.809643332598114,41
45.15186439843913,42
42.60301645445684,51
49.18668342052915,49
50.06614599749609,45
43.672808244715014,43
46.14800023245324,42
42.47036185937913,38
35.81858764062382,47
41.58019054168541,38
39.32304848064581,36
36.29925891608501,42
39.269554885181584,35
36.20041507820156,28
27.15928813305355,44
37.9499617703174,36
37.06902925606527,45
42.225482730979124,46
48.70308275139662,48
52.719247071301425,49
50.710738808145834,43
48.681516254195515,42
42.72454413423396,59
53.23650023161241,45
48.97296094114009,52
51.95303409357286,46
50.23605050630032,42
44.21566683232876,40
36.095521427531885,40
37.81631386651378,45
39.43699747432083,35
36.39958747559939,35
34.54866589229091,40
36.96574251081064,39
37.53574300459018,33
33.17542818014464,42
40.312944620773024,47
46.05826570743736,51
51.42395371863973,44
50.27963538024485,40
46.250887603661994,57
52.52210676784321,49
50.717849148682376,45
47.28746911073402,49
50.15219600283911,51
51.62084868038827,46
44.95454477839756,44
44.91641372486373,52
49.76456791897232,45
45.87997086636623,32
34.97724703230997,46
40.320847471700745,41
38.99353857730016,34
32.7753838880507,33
32.20815545420918,36
34.539637279666124,49
40.96980192863569,43
45.04650792989308,43
48.050615824758474,34
40.624455687315354,39
37.893356080530964,35
31.50504714411081,52
44.94234499416558,47
48.78856388479441,52
56.1541919249722,39
47.36097190870517,40
42.67505420239412,42
37.37802175637782,42
38.754165364428886,53
47.28326001497675,39
45.58719779624758,40
42.13969016195303,38
38.135212166564564,44
40.105268510166795,34
32.823285173891875,37
36.23714390339265,52
46.83793772763683,48
50.223881829858534,55
56.17924020419585,50
