Predict,Births
42.300921904161775,51
43.21306438605045,41
42.36045053620475,44
42.64389754282358,38
42.096658037630746,68
44.70806196283,40
42.69739877451091,42
42.817369505644095,51
43.510610769973624,44
43.11632327477642,45
43.223447841941194,36
42.58760535374914,57
43.966796176210444,44
43.32432932236636,42
43.21730164848783,53
43.94299775406969,42
43.38421342681035,34
42.855721542833074,40
43.12037818086073,56
44.12639568634127,44
43.564390189490894,53
44.165078916401114,55
44.54214658691891,39
43.59370375460533,59
45.39917913132157,55
45.82044730375632,73
48.607294818497614,55
48.076563093502074,44
47.022842809055646,43
46.67547502981992,40
46.01920407402539,47
46.6476876793969,51
47.22010802556427,56
48.12194053265752,49
47.67769994763075,54
48.45885723972991,56
49.11463665872815,47
48.34402348359032,44
47.876569064327875,43
47.536356671247546,42
47.17456133933788,45
47.34385850510839,50
47.91892992177174,48
47.785967761825546,43
47.17966563863908,40
46.61909015805233,59
48.74477878851633,41
47.0616963545154,42
46.942308611064874,51
47.82410842292087,49
47.746991323212846,45
47.36746489761687,43
47.074826766798104,42
46.83154655649847,38
46.199013258931096,47
47.01271064027171,38
45.996822882808225,36
45.480574243639936,42
45.94782433167075,35
44.9684910413964,28
43.61872700406893,44
45.45500765417365,36
44.28919400221629,45
45.33844903800102,46
45.49670582264754,48
45.83057727792477,49
46.066209265299854,43
45.317996841751636,42
45.124083471195114,59
47.434374838186024,45
45.83195481599152,52
46.7684456742337,46
46.11611226328019,42
45.60477852396051,40
45.26715931347693,40
45.14893511562791,45
45.72757716885367,35
44.314792400685846,35
43.92173184027415,40
44.29131685249639,39
43.86285714512663,33
42.453363650659625,42
43.40540838577471,47
44.25230056783798,51
45.24687951220502,44
44.362786815209155,40
43.65945445223123,57
46.41764705802488,49
45.64961521189345,45
45.15227462054438,49
45.82905120189285,51
46.33398279382468,46
45.703125849387135,44
45.40916106624564,52
46.796436451134,45
45.843538486681474,32
43.7068280415296,46
45.53512124456714,41
44.77333362815409,34
43.523952455802586,33
42.91625876571833,36
42.94391362404926,49
44.91124144601628,43
44.0722960686344,43
44.033780643342894,34
42.44660604581263,39
42.88069103312281,35
41.96404158387257,52
44.5902217088507,47
44.14128882092549,52
45.19062274916994,39
43.28580227092959,40
43.271589899605324,42
43.4700753433836,42
43.41414596805105,53
45.220865956378034,39
43.24799270408106,40
43.237701719006445,38
42.77691852078223,44
43.5584673418034,34
41.952780359528546,37
42.062857623961136,52
44.31984976865012,48
44.050508879665784,55
45.435964131294526,50
