Predict,Births
41.71284875099708,51
42.724848800041556,41
42.02632593935587,44
42.028795241890045,38
41.59851724115191,68
44.16630473578576,40
44.1975903603192,42
42.769917243124716,51
43.54765285019755,44
42.81376707394638,45
42.77072899849939,36
42.84531899949658,57
43.507233350072326,44
43.945817662902115,42
42.88940216567107,53
43.752319329021766,42
43.738436707639735,34
42.514857845654674,40
43.391845881623105,56
44.03541890286457,44
44.392231317417206,53
44.41815610075682,55
44.7887315588535,39
43.81733549192734,59
44.5449819403746,55
45.26534297509778,73
47.53160052674843,55
47.42825407750008,44
45.455484436960404,43
45.02783361613643,40
44.61162457713095,47
45.44914375804818,51
46.40539935629281,56
46.423266604721974,49
47.36492795877844,54
47.926102962844986,56
48.861462669194495,47
48.14386126889654,44
47.55851881554931,43
47.54472532154153,42
47.6308891116416,45
47.246772718112844,50
49.25243223344819,48
49.57548542749685,43
47.65406182266396,40
47.21608933016031,59
49.20845358614406,41
48.36593674380247,42
47.808158744716856,51
48.842113368640504,49
49.073036466902415,45
48.76277301880888,43
48.546454232424914,42
48.48815380313801,38
46.494430220927285,47
49.0155379257836,38
45.82696544051622,36
44.88598854705169,42
45.207486309323315,35
44.02390649063608,28
42.257751032648294,44
43.59602884553699,36
42.77028503398732,45
43.60044318991722,46
44.155814948302314,48
44.745266598506944,49
45.26890272468533,43
44.79902214464817,42
44.51735549458786,59
46.681178020162406,45
45.95829470105547,52
46.59754062247426,46
46.32897809658467,42
45.674946107560736,40
45.11230993957859,40
44.78636917386373,45
45.23280722185176,35
44.1376773811267,35
43.36218732562665,40
43.669922708824515,39
43.584637702556364,33
42.47555882757399,42
43.10394213633478,47
44.21553847401322,51
45.26920773015659,44
44.75812428038006,40
43.933616850870294,57
46.1708649523406,49
46.26006761617586,45
45.672293165825366,49
46.1731102479535,51
46.763160192142465,46
46.35900334205201,44
45.93407325243676,52
46.87920843178316,45
46.37172935089621,32
44.35976996212357,46
45.36291765412918,41
44.997630199933,34
43.73655375804934,33
42.86107297655045,36
42.67287412130891,49
44.503657788926915,43
44.31020541558122,43
44.32633670785223,34
43.005321372915446,39
43.12354777280266,35
42.37997106746796,52
44.645638017042856,47
44.897115588904455,52
45.93167511249648,39
44.499513743479,40
43.58757751052086,42
43.785218401717046,42
43.851128581740156,53
45.52043647734657,39
44.412531311707774,40
43.60408452377485,38
43.19604586201621,44
43.85432941063482,34
42.605573950537284,37
42.242474447083936,52
44.52874701475497,48
44.8452990797658,55
46.06207142609091,50
