Predict,Births
40.56439950150276,51
40.98853097402422,41
41.281674097026425,44
39.92274057554384,38
40.60741309640688,68
42.621827226929,40
41.7799843508608,42
39.77486255755871,51
42.59968832595165,44
42.82247629318441,45
41.63813297797346,36
40.48385345195559,57
42.571273888971675,44
41.22525867628799,42
41.4328524822553,53
43.69265070909731,42
41.692853065949585,34
41.99190333146819,40
40.80450287587311,56
42.09161131607594,44
41.801214111814566,53
42.143214466853735,55
44.58346298468231,39
43.457955149604324,59
45.008286705813816,55
45.273942057347604,73
49.13663956391248,55
47.72389484688432,44
47.44827713583113,43
45.340891199111645,40
45.9688946523573,47
45.272938498930515,51
47.27459876074502,56
47.14306502905453,49
47.79225627997668,54
47.55895889427949,56
49.141388858981706,47
47.43256239563493,44
47.704544097630325,43
46.259019476702804,42
46.79265203074041,45
45.987929011408596,50
47.61384051629419,48
46.580423084665895,43
46.859314894032615,40
45.143878191822445,59
48.53095880134428,41
45.60119062756039,42
46.84095636895196,51
45.977290332688604,49
47.75827077360573,45
45.663478850749925,43
46.907057423195596,42
44.923351510962384,38
45.75843357035138,47
44.98702789328288,38
45.33294030422059,36
43.24350549624671,42
44.79304900495651,35
42.33904972869337,28
41.646683516440184,44
41.90627034554943,36
41.87646894717017,45
42.09556968279064,46
43.24975074491567,48
43.426091781753954,49
44.40594985097409,43
43.26988862867957,42
43.428518078659984,59
45.475563541352464,45
44.69836899938944,52
45.55944984435977,46
44.70172425251538,42
44.55958392438965,40
43.30461692254774,40
43.70259297828683,45
43.62046861530219,35
42.87093963877334,35
41.72809539887155,40
42.394739289932566,39
41.962876518602656,33
41.12997973194384,42
41.66863010633345,47
42.9098804481452,51
43.97206073300017,44
43.29668851905232,40
42.54604618086118,57
44.86531533788023,49
44.55892817155603,45
44.327914497415016,49
44.261966603328986,51
45.395731454461085,46
44.4168778055268,44
44.487061528025805,52
45.10162850360038,45
44.94396286154619,32
42.31016639479769,46
44.056629716555314,41
43.05828777951491,34
42.648670866400366,33
40.830805093419485,36
41.81418903040414,49
42.98945458946797,43
43.43640748185548,43
42.714816653880185,34
41.56314873241268,39
41.54974907223626,35
40.900840908665145,52
43.564967415424675,47
43.178549554566665,52
44.88337290068875,39
42.140333104340684,40
42.93181609508791,42
41.71783336734188,42
43.233555519471295,53
43.60207414226515,39
43.28576566866975,40
41.89558725285572,38
42.13194240685706,44
42.327206756695944,34
41.375209578523034,37
41.03395054480763,52
43.46058946748141,48
43.44444823254638,55
45.20701734183876,50
